       0    9534     0 9.131e-01 2.444e+00 -1.500e+01 1.70286794977628000961357e-09 4.852e-01 4.687e+02 -5.839e+01 4.499e+01     0     0     9    11     6     1      0     0     0     0 0.000e+00 0.000e+00       0    2111     0 1.001e+00 1.515e+00 -1.500e+01 1.71131614859937669006390e-09 5.167e-01 -4.610e+02 1.094e+02 1.269e+02     0     1    12     8     5     0      0     1     0     0 0.000e+00 0.000e+00
       0   67153     0 -4.198e-01 2.468e+00 -1.500e+01 1.66084519226148572327381e-09 4.734e-01 4.572e+02 -8.026e+01 -9.816e+01     0     0     4     4     4     0      0     1     0     0 0.000e+00 0.000e+00       0   67153     0 -4.198e-01 2.468e+00 -1.500e+01 1.64904061203935171274995e-09 5.010e-01 -4.512e+02 -5.521e+01 1.138e+02     0     1    14     3    17     0      0     1     0     0 0.000e+00 0.000e+00
       0  109792     0 -5.204e-01 1.593e+00 -1.500e+01 1.74694891053517278123738e-09 5.086e-01 4.745e+02 -2.005e+01 4.676e+01     0     0     9    13     8     1      0     0     0     0 0.000e+00 0.000e+00       0  109792     0 -5.204e-01 1.593e+00 -1.500e+01 1.67694719154256567469038e-09 5.178e-01 -4.518e+02 -1.686e+01 -9.984e+01     0     1     6     1     0     0      0     0     0     0 0.000e+00 0.000e+00
       0  261813     0 -6.244e-01 -4.101e-01 -1.500e+01 2.17839402463073913260210e-09 4.707e-01 -4.530e+02 -5.446e+00 -9.733e+01     0     1     6     0     1     0      0     1     0     0 0.000e+00 0.000e+00       0  261813     0 -6.244e-01 -4.101e-01 -1.500e+01 2.22698308476098542530072e-09 4.910e-01 4.572e+02 1.767e+01 9.804e+01     0     0    10    21    20     0      0     0     0     0 0.000e+00 0.000e+00
       0  601540     0 -4.468e+00 1.645e+00 -1.500e+01 1.85896683962905832814598e-09 5.178e-01 -4.514e+02 9.551e+01 2.710e+00     0     1     8     4     0     0      0     0     0     0 0.000e+00 0.000e+00       0  601540     0 -4.468e+00 1.645e+00 -1.500e+01 1.96013280402024046137982e-09 5.160e-01 4.754e+02 -9.750e+01 -2.159e+01     0     0     4    18    24     1      0     1     0     0 0.000e+00 0.000e+00
       0  976613     0 -1.794e+00 7.011e-01 -1.500e+01 1.67300471771011016936044e-09 5.068e-01 4.566e+02 -3.424e+01 2.936e+01     0     0     9     7    14     0      0     0     0     0 0.000e+00 0.000e+00       0  976613     0 -1.794e+00 7.011e-01 -1.500e+01 1.67411194826053918108509e-09 5.168e-01 -4.591e+02 4.186e+01 -3.468e+01     0     1     5    17     6     0      0     0     0     0 0.000e+00 0.000e+00
       0  993079     0 -1.850e+00 -1.167e+00 -1.500e+01 1.68230738641652817531950e-09 5.136e-01 -4.695e+02 -4.737e+01 8.554e+01     0     1    10    22     9     1      0     0     0     0 0.000e+00 0.000e+00       0  993079     0 -1.850e+00 -1.167e+00 -1.500e+01 1.72333418120404336774580e-09 5.129e-01 4.697e+02 4.546e+01 -1.034e+02     0     0     2    22    24     1      0     0     0     0 0.000e+00 0.000e+00
       0 1069147     0 4.373e+00 -1.745e+00 -1.500e+01 2.24290230607524836614511e-09 4.822e-01 4.716e+02 6.800e+01 1.806e+02     0     0    14    24     1     1      0     2     0     0 0.000e+00 0.000e+00       0 1069147     0 4.373e+00 -1.745e+00 -1.500e+01 2.25399999980053973877025e-09 4.691e-01 -4.772e+02 -1.007e+02 -1.943e+02     0     1     3     1     6     1      0     0     0     0 0.000e+00 0.000e+00
       0 1124890     0 -1.512e+00 -1.641e+00 -1.500e+01 1.72854348377079929428343e-09 4.920e-01 -4.663e+02 -9.245e+01 -9.615e+01     0     1     7     0     3     1      0     0     0     0 0.000e+00 0.000e+00       0 1124890     0 -1.512e+00 -1.641e+00 -1.500e+01 1.75756152714873186861207e-09 4.839e-01 4.674e+02 9.715e+01 8.507e+01     0     0    11    21     5     1      0     0     0     0 0.000e+00 0.000e+00
       0 1263654     0 -3.711e+00 3.055e+00 -1.500e+01 1.81306636114821038391599e-09 5.013e-01 4.679e+02 -3.720e+01 1.739e+02     0     0    13    17    18     1      0     0     0     0 0.000e+00 0.000e+00       0 1263654     0 -3.711e+00 3.055e+00 -1.500e+01 1.76464258611344016935561e-09 4.672e-01 -4.650e+02 4.871e+01 -1.700e+02     0     1     1     6    14     0      0     0     0     0 0.000e+00 0.000e+00
